Series Name,"Series Code","Country Name","Country Code","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Romania","ROU","1.70143772893218","2.03100513989555","1.9372882717301","2.42725822119065","3.37417569649644","2.83273074460251","3.01622370394842","2.92654448293784","1.42933934913704","4.09599109735679","3.87290125410084","2.48272341305168"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Russian Federation","RUS","2.29079869889368","3.01940211363344","1.0698764102333","0.502607961400285","2.54849998807899","1.81409297475419","0.530060790633169","1.88851731564914","0.634851184443604","2.1943240262796","-1.7564179452356","-0.496932674066668"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","San Marino","SMR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Serbia","SRB","2.82759932149649","4.08141056622247","4.07119376860245","5.67381755834409","5.57770746372387","6.29636171721259","7.71374568954874","7.92487427143519","6.23865408002073","6.95312089132575","6.90481580907468","6.01371996085662"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Slovak Republic","SVK","1.87551069035638","1.01266878582834","-0.356803047431847","1.70487122540291","5.27770700739813","4.39986424621102","2.11269531583982","2.15394548631738","-1.05975666677956","2.25526375759947","4.16384241518814","-0.246592870705797"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Slovenia","SVN","0.0726446385878612","0.217315881641326","2.05875310395563","4.05096848349793","3.26541395278807","2.4842141360232","2.86489909951597","3.99098612082388","0.948340847721796","3.60681571306541","3.63837227783815","2.09351642254274"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Spain","ESP","1.56638319794926","3.4608559063245","2.31642230011086","1.97131692755332","3.61722479660389","2.54039212306224","4.46748509754483","2.16052375036307","2.92165980781024","4.42272902452136","4.52740675341745","2.6512753496567"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Sweden","SWE","0.777370132358847","0.254696304546179","-1.04543478042344","1.94889442525099","3.00853908060468","4.53384406821975","-0.129536947454264","2.98447516897391","3.39683456902909","8.60639736102337","8.26690116179806","3.93207943060227"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Switzerland","CHE","5.81910221569192","-3.52948637026792","2.89084632358215","17.1083833328203","24.2480735008832","20.6035378169251","-22.1051198346507","1.21642491474438","-32.546976043457","-14.4091790381318","-1.34268979434697","-5.94811440796524"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Tajikistan","TJK","3.16697499395782","3.351407966942","3.58397838530001","5.48892076080458","3.45540459636672","2.46572647891725","2.84433010113639","2.56372135277231","1.30975252279445","0.94025522151091","1.62432287476597","1.16561210230591"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Turkiye","TUR","1.56083222274036","1.41605893309676","1.42043970559208","2.22870440882429","1.59080974143791","1.30269498288905","1.59826004955637","1.24926755538016","1.06547131703503","1.57281948580071","1.50652874838996","0.979295414364425"
